中文译名,日文原名,,出道年份,备注
山本铃,山本鈴(やまもとりん),87 63 97,2017年,
山岸逢花,山岸逢花(やまぎしあいか),,2017年,
木村真理绘,木村真理絵(きむらまりえ),(G)90 63 83,2017年,
天音弥生,あまね弥生(あまねやよい),,2017年,
天海心,天海こころ(あまみこころ),,2017年,
五十岚润,五十岚润(いがらしじゅん),,2017年,
五十岚星兰,五十嵐星蘭(いがらしせいらん),,2017年,
今井梦露,今井メロ（いまい メロ）,(F)89 63 88,2017年,日本前奥运选手
井上真帆,井上真帆(いのうえまほ),,2017年,
井上铃,井上すず(いのうえすず),,2017年,井上铃、井上兰双胞胎
井上兰,井上らん,,2017年,井上铃、井上兰双胞胎
水泽薰,水沢かおり(みずさわかおり),,2017年,
水川枫,水川かえで(みずかわかえで),,2017年,
水卜樱,水卜さくら(みうらさくら),(G)79 52 78,2017年,
水澄光,水澄ひかり(みすみひかり),,2017年,
中原爱子,中原愛子(なかはらあいこ),,2017年,
手冢朱里,手冢あかり(てづかあかり),,2017年,白雪结花-高畑舞花-山崎麻里子
日野美琴,日野みこと(ひのみこと),,2017年,
日菜菜彩音,日菜々はのん(ひななはのん),,2017年,
日向曜,日向曜(ひなたよう),,2017年(18),
日向ひなたが,日向ひなた(ひゅうがひなた),,2017年(30),
本庄真理,本庄真理(ほんじょうまり),,2017年,
本城奈奈,本城ナナ(ほんじょうなな),,2017年,
永井蓳,永井すみれ(ながいすみれ),,2017年,
立花优花,立花优花(たちばなゆうか),(C)85 62 88,2017年,
石原琉璃香,石原 ルリカ（いしはら るりか）,,2017年,
石原妮可,石原ニコル(いしはらにこる),,2017年,
石川みりん,（いしかわ みりん）,,2017年(19),
石川祐奈,石川祐奈（いしかわゆうな）,,2017年,
石仓沙绪里,石仓沙绪里(せきくらさおり)Sekikura Saori,(G)101 60 90,2017年,
四叶丽,四ツ叶うららYotsuba Urara,(D)88 56 86,2017年,
加藤美由纪,加藤みゆ纪(かとうみゆき),,2017年,
加藤桃果,加藤ももか(かとうももか),,2017年,
糸篠遥,糸篠遥(いとしのはるか),,2017年,
白糸铃,白糸りん(しらいとりん),,2017年,
平真凛,平真凛(たいらまりん),(J)103 57 91,2017年,
平野里实,平野里実(ひらのさとみ),,2017年,
平怜奈,平怜奈(たいられいな),,2017年,
平本萌衣沙,平本めいさ(ひらもとめいさ),,2017年,
冬咲真白,冬咲ましろ(ふゆさきましろ),,2017年,
北见佳奈美,北见かなみ(きたみかなみ),,2017年,
北野萤,北野ほたる(きたのほたる),,2017年,
生田未来,生田みく(いくたみく),,2017年,
本庄真理,本庄真理く(ほんじょうまり),（D）87 62 87,2017年,
竹内瞳,竹内瞳(たけうちひとみ),,2017年,
江藤侑里,江藤侑里(えとうゆうり),,2017年,
吉泽凉子,吉澤りょうこ(よしざわりょうこ),,2017年,
有坂深雪,有坂深雪(ありさかみゆき),,2017年,
有花萌,有花もえ(ありはなもえ),,2017年(18),
有村未华子,有村みかこ(ありむらみかこ),,2017年,双亲是著名钢琴家
羽海野真央,羽海野まお(うみのまお)Umino Mao,(I)101 62 90,2017年,
池内凉子,池内涼子(いけうちりょうこ),,2017年,
成海明日香,成海あすか(なるみあすか),,2017年,
百百谷莉亚,百々谷りあ(ももたにりあ),92 59 88(H),2017年,
百式葵,百式あおい(ももたけあおい),,2017年,君嶋真由、山内友纪
竹田梦,竹田ゆめ(たけだゆめ),,2017年,
竹内乃爱,竹内乃愛(たけうちのあ),,2017年,
竹内麻耶,竹内麻耶(たけうちまや),,2017年,
糸篠遥,糸篠遥(いとしのはるか),,2017年,
西木野爱华,西木野爱华( にしきのあいか) Nishikino Aika,,2017年,
妃宫侑里,(ひめみやゆうり),,2017年,
佐佐波里,佐々波りの(ささなみりの),,2017年,
佐佐木惠奈,佐々木えな(ささきえな),,2017年,
佐佐木悠,佐々木ゆう(ささきゆう),,2017年,
佐仓宁宁,佐仓ねね(さくらねね)Sakura-Nene,(H)95 58 88,2017年,
佐藤千明,佐藤千明(さとうちあき),,2017年,
佐藤可怜,佐藤カレン(さとうカレン),,2017年,
门胁美希,門脇みき(かどわきみき),,2017年(31),
志田渚,志田なぎさ(しだなぎさ),,2017年,
志田雪,志田ゆき(しだゆき),,2017年,
君岛麻里耶,君島まりや(きみじままりや)Kimijima-Mariya,(H)104 70 90,2017年,
折原由罗,折原ゆら(おりはらゆら),,2017年,
冴木律,冴木りつ(さえきりつ),,2017年,
安西光,安西ひかり(あんざいひかり),,2017年,
初美铃,初美りん(はつみりん),,2017年,
杉浦杏奈,杉浦杏奈(すぎうらあんな),,2017年,
花守未来,花守みらい(はなもりみらい),,2017年(19),
松冈美绪,松岡美緒(まつおかみおMatsuoka Mio,(F)88 58 88,2017年,
松冈玲奈,松冈玲奈(まつおかれな),,2017年,
松田真奈,松田真奈(まつだまな),,2017年,
松田美子,松田美子(まつだみこ),,2017年,
松浦理央,松浦理央(まつうらりお),(I),2017年(27),
和久井小夏,和久井こなつ(わくいこなつ),,2017年,
和久井麻结,和久井麻结(わくいまゆ),,2017年,
岬奈奈美,岬ななみ(みさきななみ),(D)80 59 83,2017年,
冈野美由纪,冈野美由纪(おかのみゆき),,2017年,
长谷川舞,長谷川舞(はせがわまい),,2017年,
长谷川奈奈,长谷川奈々(はせがわなな),,2017年,
长瀬望美,長瀬望美(ながせのぞみ),,2017年,
阿部刊菜,阿部栞菜(あべかんな),,2017年,
河原枫,河原かえで(かわらかえで),,2017年,
青山沙也加,青山沙也加(あおやまさやか),,2017年,
并树光,並樹ひかり(なみきひかり)Namiki Hikari,(H)93 56 89,2017年,
秋元真由罗,秋元まゆら(あきもとまゆら),,2017年,
秋本惠,秋本恵 (あきもとめぐみ)Akimoto Megumi,,2017年(19),
桃色尤利娅,桃色ゆりあ(ももいろゆりあ),,2017年,
音市真音,音市真音(おいちまお),,2017年,
音ノ木樱花,音ノ木さくら(おとのぎさくら),,2017年,
皆川爱蕾娜,皆川エレナ(みながわえれな),,2017年,
香苗玲音,香苗レノン(かなえれのん),,2017年,
星奈爱,星奈あい(ほしなあい),,2017年,
星川光希,星川光希(ほしかわみつき),,2017年,
星野さくら,星野さくら(ほしのさくら),,2017年(34),
美玲,美玲(めいりん)Meirin,,2017年,
美竹铃,美竹すず(みたけすず),,2017年,
美谷朱里,美谷朱里(みたにあかり),,2017年,
南麻友,南まゆ(みなみまゆ),,2017年,
南河茜,南河あかね(みながわあかね),,2017年,
南ゆき,南ゆき(みなみゆき),,2017年,
畑野圣奈,畑野圣奈(はたのせいな),,2017年,
神坂雏乃,神坂ひなの(かみさかひなの),,2017年,
神崎摩卡,神崎モカ(かんざきもか),,2017年,
神谷みなみ,神谷みなみ(かみやみなみ),,2017年(30),
柚月铃,柚月すず(ゆづきすず),,2017年(),
咲野の花,咲野の花(さきののか),,2017年,
姫野菖蒲,姫野あやめ(ひめのあやめ),,2017年,
风梨结爱,ふわり結愛(ふわりゆあ),,2017年,
风间莉娜,風間リナ(かざまりな),,2017年,
胡桃多惠,胡桃たえ（くるみたえ）,,2017年,
胡桃华,胡桃華(くるみはな),95 60 90(I),2017年,
泉莉音,泉りおん(いずみりおん),,2017年,
后藤里香,后藤里香(ごとうりか)Rika Gotō,,2017年(33),
逢泽玛丽亚,逢沢まりあ(おうさわまりあ),,2017年,
茜花,茜はな(あかねはな),,2017年,
姫乃兰,姫乃はる（ひめのはる）,,2017年,
高梨琉,高梨琉(たかなしるう),,2017年,
高木千里,高木千里(たかぎちさと),,2017年,
桐岛瞳,桐島ひとみ(きりしまひとみ),,2017年,
桐山结羽,桐山結羽(きりやまゆうは),,2017年,
玲央奈,玲央奈(れおな),,2017年,
真白湖子,真白ここ(ましろここ),,2017年,
栗衣美伊,栗衣みい(くりいみい),,2017年,
渚まどか,渚まどか(なぎさまどか),,2017年(18),
麻生真理,麻生まり(あそうまり),,2017年,
麻井海未,麻井海未(あさいうみ),(C)86 58 90,2017年,
梅田实,梅田みのり(うめだみのり),,2017年,
雫,雫(しずく),(),2017年,
细川绫乃,細川綾乃(ほそかわあやの),,2017年(18),
凉风小梅,涼風こうめ(すずかぜこうめ),,2017年,
凉宫真白,凉宫ましろ(すずみやましろ),,2017年,
雪染千奈,雪染ちな(ゆきぞめちな),,2017年,
望月憧,望月あられ(もちづきあられ),,2017年,
望月雏子,望月ひなこ(もちづきひなこ),,2017年,
望月萌奈,望月もな(もちづきもな),,2017年,
黒木れ,黒木れ(くろきれ),,2017年,
黒川美咲,黒川美咲,,2017年,
黒川纱里奈,黒川サリナ,,2017年,
富田百百香,富田百々香,,2017年(41),
渡边芽衣,渡辺芽衣(わたなべめい),,2017年(19),
渡边千纱,渡辺千纱(わたなべちさ),,2017年(19),
彩音花音,彩音かのん(あやねかのん),,2017年(),
远野朱莉,遠野あかり(とおのあかり),,2017年,
远野杏南,远野杏南(とおのあんな),,2017年,
植村惠名,植村恵名(うえむらえな),,2017年,
喜川英里华,喜川エリカ(きやまえりか)Kiyama Erika,,2017年,
萩原理央,萩原理央(はぎわらりお),,2017年,
奥村卡亚,奥村かや(おくむらかや),,2017年,
椎名空,椎名空(椎名そら),,2017年,
堺希美,堺希美(さかいのぞみ),(H),2017年,
铃木みか,鈴木みか(すずきみか),,2017年,
铃森柚季,铃森柚季(すずもりゆずき)SuzumoriYuzuki,,2017年,
森永ぴの,森永ぴの(もりながぴの),,2017年,
森下阳子,森下陽子(もりしたようこ)Yoko morishita,,2017年,
森月茉由,森月茉由(もりつきまゆ),,2017年,
森野小鸟,もりの小鸟(もりのことり),,2017年,
森川安娜,森川アンナ(もりかわあんな),,2017年,
菅野纱世,菅野紗世(かんのさよ),,2017年,
结月真白,結月ましろ(ゆづきましろ),,2017年,
琴水圣罗,琴水せいら(ことみせいら),,2017年,
菊川三叶,菊川みつ叶(きくかわみつは),,2017年,
椿织里美,椿织さとみ(つばきおりさとみ),,2017年,
榎本美咲,榎本美咲(えのもとみさき),,2017年,
枢木葵,枢木あおい(くるるぎあおい),(C)82 59 88,2017年,（别名：山内爱）
爱叶里莉,爱叶りり(あいばりり),,2017年,
爱里留衣,爱里るい(あいりるい),(D)85 60 88,2017年,
爱瀬美希,爱瀬美希(あいせみき),,2017年,
爱世梦罗,愛世くらら（まなせくらら）,(E）85 56 88,2017年,
新海美绪奈,新海みおな(しんかいみおな),,2017年,
结月恭子,结月恭子(ゆづききょうこ),,2017年,
广瀬美绪,広瀬みお(ひろせみお),,2017年,
绫乃千晶,綾乃千晶(あやのちあき),,2017年,
辉月杏梨,輝月あんり(きづきあんり),,2017年,
鲇川蕾,鮎川つぼみ(あゆかわつぼみ),,2017年,
篠宫玲奈,篠宫玲奈（しのみやれいな）Shinomiya Reina,,2017年,
蓳美香,すみれ美香(すみれみか),,2017年,
优梨舞奈,優梨まいな(ゆうりまいな),,2017年,
滨松爱季,濱松愛季(はままつあき),,2017年,
橘美铃,橘美鈴(たちばなみすず),,2017年,
双叶良香,双葉良香(ふたばよしか)Futaba Yoshika,(H)83 53 85,2017年,
瀬野雅,瀬野みやび(せのみやび),,2017年,
瀬名光莉,瀬名きらり(せなきらり),,2017年,
雾岛果步,霧島かほ(きりしまかほ),,2017年,
丰中アリス,豊中アリス(とよなかありす),,2017年,
樱空桃,桜空もも(さくらもも),,2017年,
优木いおり,優木いおり(ゆうきいおり),,2017年,
豊田爱菜,豊田愛菜(とよたまな),,2017年,
关根奈美,関根奈美(せきねなみ),,2017年,
响麻里子,響まりこ(ひびきまりこ),,2017年,
鹰宫唯,鷹宮ゆい(たかみやゆい),,2017年,
MIKA,MIKA,,2017年,
